SIMULATION 6: 50 xApps, 75 Parameters, 20 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
p65,153.78,276.71,k11,43.61489939894739,137.98871996924328
p65,109.94,210.99,k7,24.27848662082414,164.1133008691957
p65,142.84,298.7,k12,49.420685952353224,241.9365333873967
p65,168.71,235.58,k19,4.269192873176753,92.68003633301761
p65,130.59,242.2,k17,38.219102856762014,163.73999364732992
p65,113.58,245.4,k6,24.457818490991567,67.16366391453575
p65,170.81,303.01,k10,30.775507840802423,138.84476019608212
p65,98.39,289.38,k1,29.03930263925578,133.32679051354006
p65,109.49,223.32,k2,25.924630173287017,137.70656125325326
p65,195.5,288.43,k5,35.93377448207023,153.01846452285918
p66,136.73,164.73,k16,38.60872540631183,117.69892079634275
p66,118.93,170.04,k9,0.16357855909641117,22.347116004713854
p66,141.15,191.15,k2,25.924630173287017,137.70656125325326
p66,117.09,200.75,k12,49.420685952353224,241.9365333873967
p66,118.63,186.8,k13,23.990466349629813,161.33543610998106
p66,105.85,174.03,k20,0.3500144473473077,38.65342321814414
p66,100.33,171.6,k3,16.683977982942494,196.37292257392812
p67,126.34,427.27,k1,29.03930263925578,133.32679051354006
p67,249.15,386.54,k19,4.269192873176753,92.68003633301761
p67,243.14,526.8,k14,48.68067929375863,107.43202214542788
p67,199.68,480.45,k2,25.924630173287017,137.70656125325326
p67,107.74,370.05,k13,23.990466349629813,161.33543610998106
p67,201.16,350.85,k16,38.60872540631183,117.69892079634275
p68,62.26,323.46,k6,24.457818490991567,67.16366391453575
p68,125.82,247.57,k18,43.02104793135923,176.11522638673003
p68,185.58,343.18,k3,16.683977982942494,196.37292257392812
p68,165.08,335.72,k13,23.990466349629813,161.33543610998106
p68,169.28,259.39,k10,30.775507840802423,138.84476019608212
p68,99.76,223.82,k12,49.420685952353224,241.9365333873967
p68,179.81,330.04,k5,35.93377448207023,153.01846452285918
p68,31.11,336.43,k20,0.3500144473473077,38.65342321814414
p68,108.1,322.84,k17,38.219102856762014,163.73999364732992
p68,154.96,244.97,k14,48.68067929375863,107.43202214542788
p69,270.79,472.31,k12,49.420685952353224,241.9365333873967
p69,178.28,423.52,k11,43.61489939894739,137.98871996924328
p69,259.69,338.92,k15,9.612710584552586,49.013775199732315
p69,157.31,342.51,k4,15.775592825424766,121.05969236851968
p69,249.36,373.36,k3,16.683977982942494,196.37292257392812
p69,227.68,369.49,k20,0.3500144473473077,38.65342321814414
p69,101.05,407.57,k8,38.04262108471798,96.92481261531839
p69,169.33,371.1,k9,0.16357855909641117,22.347116004713854
p69,108.98,391.85,k10,30.775507840802423,138.84476019608212
p69,185.48,404.61,k18,43.02104793135923,176.11522638673003
p69,262.48,448.52,k19,4.269192873176753,92.68003633301761
p70,94.81,124.49,k3,16.683977982942494,196.37292257392812
p70,86.97,166.22,k15,9.612710584552586,49.013775199732315
p70,67.23,189.08,k1,29.03930263925578,133.32679051354006
p70,41.56,187.41,k12,49.420685952353224,241.9365333873967
p70,72.24,127.49,k7,24.27848662082414,164.1133008691957
p70,101.34,160.99,k14,48.68067929375863,107.43202214542788
p70,33.78,127.89,k8,38.04262108471798,96.92481261531839
p70,39.71,147.51,k10,30.775507840802423,138.84476019608212
p70,26.58,194.41,k20,0.3500144473473077,38.65342321814414
p71,237.21,376.07,k9,0.16357855909641117,22.347116004713854
p71,164.15,409.88,k11,43.61489939894739,137.98871996924328
p71,205.08,303.18,k18,43.02104793135923,176.11522638673003
p71,241.2,347.05,k10,30.775507840802423,138.84476019608212
p71,20.55,400.98,k16,38.60872540631183,117.69892079634275
p71,230.78,327.71,k1,29.03930263925578,133.32679051354006
p71,166.43,498.38,k6,24.457818490991567,67.16366391453575
p71,137.41,475.36,k14,48.68067929375863,107.43202214542788
p71,254.05,296.88,k13,23.990466349629813,161.33543610998106
p71,241.05,323.81,k3,16.683977982942494,196.37292257392812
p72,127.82,262.97,k6,24.457818490991567,67.16366391453575
p72,119.27,273.54,k11,43.61489939894739,137.98871996924328
p72,151.32,213.88,k13,23.990466349629813,161.33543610998106
p72,184.17,247.17,k18,43.02104793135923,176.11522638673003
p72,186.6,248.61,k3,16.683977982942494,196.37292257392812
p72,118.08,244.21,k20,0.3500144473473077,38.65342321814414
p72,156.36,232.35,k10,30.775507840802423,138.84476019608212
p72,148.59,212.42,k1,29.03930263925578,133.32679051354006
p73,84.35,270.42,k7,24.27848662082414,164.1133008691957
p73,185.23,267.09,k6,24.457818490991567,67.16366391453575
p73,111.1,303.3,k2,25.924630173287017,137.70656125325326
p73,163.26,274.2,k9,0.16357855909641117,22.347116004713854
p73,189.54,323.26,k4,15.775592825424766,121.05969236851968
p73,169.76,243.45,k15,9.612710584552586,49.013775199732315
p73,139.75,333.01,k14,48.68067929375863,107.43202214542788
p73,112.81,216.8,k13,23.990466349629813,161.33543610998106
p74,120.6,225.88,k14,48.68067929375863,107.43202214542788
p74,133.61,190.6,k2,25.924630173287017,137.70656125325326
p74,114.88,221.98,k5,35.93377448207023,153.01846452285918
p74,156.86,228.95,k12,49.420685952353224,241.9365333873967
p74,147.91,185.54,k8,38.04262108471798,96.92481261531839
p74,93.97,239.22,k7,24.27848662082414,164.1133008691957
p74,133.56,237.06,k4,15.775592825424766,121.05969236851968
p75,151.84,391.55,k18,43.02104793135923,176.11522638673003
p75,195.87,330.36,k8,38.04262108471798,96.92481261531839
p75,162.73,379.5,k17,38.219102856762014,163.73999364732992
p75,153.2,356.17,k7,24.27848662082414,164.1133008691957
p75,135.98,302.05,k6,24.457818490991567,67.16366391453575
p75,199.78,258.31,k3,16.683977982942494,196.37292257392812
p75,216.73,337.15,k11,43.61489939894739,137.98871996924328
p75,162.76,382.48,k9,0.16357855909641117,22.347116004713854
p75,197.82,223.56,k1,29.03930263925578,133.32679051354006
p75,176.86,254.03,k5,35.93377448207023,153.01846452285918

I_XP INCIDENCE MATRIX
,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75
x1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
x2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1
x3,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
x4,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
x5,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1
x6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1
x7,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1
x8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
x9,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1
x10,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
x11,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
x12,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1
x13,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1
x14,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
x15,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
x16,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
x17,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1
x18,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
x19,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1
x20,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1
x21,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
x22,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0
x23,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
x24,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
x25,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
x26,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1
x27,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0
x28,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
x29,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
x30,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1
x31,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0
x32,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
x33,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
x34,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
x35,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
x36,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
x37,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1
x38,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
x39,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1
x40,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
x41,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
x42,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1
x43,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
x44,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1
x45,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1
x46,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1
x47,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
x48,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
x49,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
x50,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1

I_PK INCIDENCE MATRIX
,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20
p1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
p2,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
p3,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0
p4,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
p5,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1
p6,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
p7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
p8,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
p9,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
p10,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0
p11,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
p12,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0
p13,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1
p14,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
p15,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0
p16,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
p17,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0
p18,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1
p19,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
p20,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0
p21,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
p22,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
p23,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1
p24,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0
p25,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0
p26,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
p27,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1
p28,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0
p29,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1
p30,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1
p31,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
p32,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1
p33,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
p34,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0
p35,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1
p36,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
p37,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
p38,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1
p39,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1
p40,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
p41,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
p42,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
p43,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
p44,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0
p45,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
p46,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0
p47,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
p48,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1
p49,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
p50,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0
p51,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
p52,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
p53,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
p54,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
p55,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1
p56,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
p57,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
p58,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
p59,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1
p60,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
p61,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
p62,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
p63,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
p64,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1
p65,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0
p66,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
p67,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
p68,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1
p69,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1
p70,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1
p71,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0
